DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit
399,242500.0,Meadowlands,Crystalhollow,1249.0,23580.0,sqft
400,52000.0,Meadowlands,Stormwatch,560.0,4130.0,sqft
401,271000.0,Meadowlands,Crystalhollow,1299.0,13265.0,sqft
402,125600.0,Meadowlands,Shadowmere,829.0,5190.0,sqft
403,230000.0,Meadowlands,Thornfield,1393.0,14115.0,sqft
404,130250.0,Meadowlands,Sunspire,721.0,9200.0,sqft
405,125500.0,GnomeBurough,Mystvale,887.0,5436.0,sqft
406,140000.0,GnomeBurough,Shadowmere,824.0,3675.0,sqft
407,233230.0,Meadowlands,Sunspire,1476.0,15611.0,sqft
408,335000.0,Meadowlands,Ravenstone,1937.0,26178.0,sqft
409,457347.0,Meadowlands,Riverbend,2152.0,16023.0,sqft
410,175000.0,Meadowlands,Duskwood,1056.0,11084.0,sqft
411,134000.0,GnomeBurough,Wolfsbane,878.0,4224.0,sqft
412,44000.0,ArcaneMarket,Mystvale,613.0,9392.0,sqft
413,155000.0,Meadowlands,Stormhold,873.0,7200.0,sqft
414,83000.0,Meadowlands,Shadowmere,1087.0,8248.0,sqft
415,159434.0,CitadelQuarter,Stormhold,1169.0,4500.0,sqft
416,278000.0,Meadowlands,Nighthaven,1941.0,9600.0,sqft
417,239686.0,Meadowlands,Crystalhollow,1653.0,12822.0,sqft
418,170000.0,Meadowlands,Nighthaven,938.0,13001.0,sqft
419,112900.0,Meadowlands,Dragonspire,796.0,7584.0,sqft
420,110000.0,GnomeBurough,Petalbridge,756.0,9750.0,sqft
421,176432.0,Meadowlands,Sunspire,1010.0,9317.0,sqft
422,129000.0,Meadowlands,Dragonspire,719.0,5868.0,sqft
423,215000.0,Meadowlands,Duskwood,1453.0,8658.0,sqft
424,104500.0,GnomeBurough,Wolfsbane,1003.0,2665.0,sqft
425,200000.0,Meadowlands,Sunspire,1307.0,9135.0,sqft
426,115000.0,Meadowlands,Duskwood,1133.0,2900.43166,sqm
427,99000.0,Meadowlands,Shadowmere,715.0,9520.0,sqft
428,171925.0,Meadowlands,Duskwood,1149.0,8857.0,sqft
429,188500.0,Meadowlands,Duskwood,1101.0,7795.0,sqft
430,313000.0,Meadowlands,Sunspire,1656.0,11050.0,sqft
431,109900.0,Meadowlands,Emberfall,695.0,7162.0,sqft
432,118858.0,Meadowlands,Brightforge,1180.0,7018.0,sqft
432,118858.0,Meadowlands,Brightforge,1180.0,7018.0,sqft
433,233500.0,Meadowlands,Windwhisper,1353.0,16698.0,sqft
434,108000.0,Meadowlands,Emberfall,516.0,10200.0,sqft
435,129000.0,Meadowlands,Dragonspire,1830.0,18450.0,sqft
436,287090.0,Meadowlands,Wyverncliff,1213.0,9262.0,sqft
437,191000.0,Meadowlands,Sunspire,1137.0,9382.0,sqft
438,342000.0,Meadowlands,Silverglen,2273.0,13069.0,sqft
439,194500.0,Meadowlands,Brightforge,1341.0,9453.0,sqft
440,168000.0,Meadowlands,Emberfall,1105.0,14175.0,sqft
441,149350.0,Meadowlands,Emberfall,944.0,8544.0,sqft
442,147000.0,Meadowlands,Shadowmere,859.0,9638.0,sqft
443,141000.0,Meadowlands,Duskwood,664.0,19138.0,sqft
444,260000.0,Meadowlands,Glimmerwood,1585.0,9085.0,sqft
445,148000.0,Meadowlands,Petalbridge,1179.0,10800.0,sqft
446,125000.0,Meadowlands,Shadowmere,590.0,8172.0,sqft
447,146000.0,Meadowlands,Crystalhollow,839.0,9278.0,sqft
448,177594.0,Meadowlands,Duskwood,1119.0,7713.0,sqft
449,374000.0,Meadowlands,Silverglen,1378.0,11846.0,sqft
450,177625.0,Meadowlands,Dragonspire,1329.0,13495.0,sqft
451,241000.0,AetherIsles,Wyverncliff,1192.0,8125.0,sqft
452,222500.0,Meadowlands,Sunspire,1562.0,11404.0,sqft
453,221000.0,Meadowlands,Glimmerwood,1414.0,16770.0,sqft
454,188000.0,Meadowlands,Sunspire,1326.0,8924.0,sqft
455,119000.0,GnomeBurough,Petalbridge,990.0,3600.0,sqft
456,171750.0,Meadowlands,Silverglen,1080.0,3136.0,sqft
457,80000.0,Meadowlands,Petalbridge,1353.0,10818.0,sqft
458,195000.0,Meadowlands,Windwhisper,1263.0,11500.0,sqft
459,141000.0,Meadowlands,Emberfall,664.0,8499.0,sqft
460,259500.0,Meadowlands,Thornfield,1784.0,7259.0,sqft
461,115000.0,Meadowlands,Crystalhollow,1362.0,21750.0,sqft
462,138500.0,Meadowlands,Brightforge,1111.0,14235.0,sqft
463,149000.0,Meadowlands,Petalbridge,1039.0,10800.0,sqft
464,234250.0,Meadowlands,Silverglen,1032.0,6240.0,sqft
465,160000.0,Meadowlands,Thornfield,1006.0,9600.0,sqft
466,545224.0,Meadowlands,Riverbend,2607.0,18062.0,sqft
467,133000.0,Meadowlands,Sunspire,590.0,8445.0,sqft
468,188000.0,Meadowlands,Crystalhollow,1329.0,9297.0,sqft
469,105000.0,CitadelQuarter,Dragonspire,689.0,11622.0,sqft
470,136000.0,Meadowlands,Crystalhollow,979.0,10475.0,sqft
471,237000.0,Meadowlands,Sunspire,1534.0,11250.0,sqft
472,80900.0,ArcaneMarket,Mystvale,806.0,5150.0,sqft
473,132500.0,Meadowlands,Emberfall,,7758.0,sqft
474,176000.0,Meadowlands,Nighthaven,1137.0,12090.0,sqft
475,279500.0,Meadowlands,Glimmerwood,,10990.0,sqft
476,133000.0,Meadowlands,Duskwood,1144.0,47280.0,sqft
477,181900.0,Meadowlands,Dragonspire,1099.0,14585.0,sqft
478,84500.0,GnomeBurough,Mystvale,579.0,6780.0,sqft
479,349265.0,Meadowlands,Riverbend,1954.0,12328.0,sqft
480,115000.0,Meadowlands,Dragonspire,1184.0,7150.0,sqft
481,154000.0,Meadowlands,Dragonspire,1061.0,10143.0,sqft
482,136000.0,GnomeBurough,Mystvale,1181.0,10266.0,sqft
483,241600.0,Meadowlands,Mossheart,1338.0,15417.0,sqft
484,254900.0,Meadowlands,Crystalhollow,1473.0,11050.0,sqft
485,177900.0,Meadowlands,Duskwood,1064.0,14137.0,sqft
486,205000.0,AetherIsles,Wyverncliff,1393.0,7500.0,sqft
487,183500.0,Meadowlands,Duskwood,1323.0,8244.0,sqft
488,175000.0,Meadowlands,Brightforge,1336.0,8285.0,sqft
489,170000.0,Meadowlands,Petalbridge,1127.0,10800.0,sqft
490,190000.0,Meadowlands,Windwhisper,1216.0,36500.0,sqft
491,192000.0,Meadowlands,Sunspire,1122.0,8749.0,sqft
492,340000.0,Meadowlands,Glimmerwood,1884.0,16545.0,sqft
493,179200.0,Meadowlands,Brightforge,1211.0,8012.0,sqft
494,148000.0,Meadowlands,Dragonspire,831.0,12929.0,sqft
495,130000.0,Meadowlands,Crystalhollow,672.0,6953.0,sqft
496,114000.0,GnomeBurough,Petalbridge,947.0,4571.0,sqft
497,106900.0,GnomeBurough,Stormwatch,992.0,5870.0,sqft
498,326000.0,Meadowlands,Silverglen,1423.0,16033.0,sqft
499,111000.0,GnomeBurough,Petalbridge,1046.0,4800.0,sqft
500,233555.0,Meadowlands,Sunspire,,13377.0,sqft
501,127500.0,Meadowlands,Shadowmere,1042.0,10106.0,sqft
502,149500.0,Meadowlands,Dragonspire,1157.0,12160.0,sqft
503,102000.0,GnomeBurough,Mystvale,750.0,7288.0,sqft
504,168000.0,Meadowlands,Duskwood,1263.0,7655.0,sqft
505,356000.0,Meadowlands,Silverglen,1396.0,12469.0,sqft
506,116500.0,GnomeBurough,Oakenshade,793.0,1879.0,sqft
507,198500.0,Meadowlands,Shadowmere,1478.0,7301.0,sqft
508,122500.0,GnomeBurough,Starfall,1049.0,1920.0,sqft
509,151.5,Meadowlands,Nighthaven,905.0,0.1185,sqft
510,189000.0,Meadowlands,Sunspire,1119.0,8199.0,sqft
511,319000.0,Meadowlands,Riverbend,1404.0,11302.0,sqft
512,98000.0,Meadowlands,SHADOWMERE,1104.0,8777.0,sqft
513,129500.0,Meadowlands,Dragonspire,935.0,10050.0,sqft
514,175000.0,Meadowlands,Dragonspire,984.0,10050.0,sqft
515,154000.0,Meadowlands,Nighthaven,1196.0,11700.0,sqft
516,282500.0,Meadowlands,Silverglen,1203.0,5911.0,sqft
517,193800.0,AetherIsles,Wyverncliff,1203.0,3784.0,sqft
518,114000.0,Meadowlands,Shadowmere,998.0,11200.0,sqft
519,213250.0,Meadowlands,Nighthaven,1292.0,10140.0,sqft
520,437154.0,Meadowlands,Silverglen,2098.0,20431.0,sqft
521,345000.0,Meadowlands,Dragonspire,2079.0,13860.0,sqft
522,267916.0,AetherIsles,Wyverncliff,1090.0,12853.0,sqft
523,179000.0,Meadowlands,Shadowmere,923.0,10800.0,sqft
524,256000.0,AetherIsles,Wyverncliff,1276.0,10625.0,sqft
525,135000.0,Meadowlands,Crystalhollow,906.0,11000.0,sqft
526,104900.0,Meadowlands,Shadowmere,939.0,9738.0,sqft
527,153500.0,Meadowlands,thornfield,,13108.0,sqft
528,194000.0,Meadowlands,Thornfield,1320.0,12400.0,sqft
529,176500.0,AetherIsles,Wyverncliff,1154.0,2280.0,sqft
530,65000.0,ArcaneMarket,Mystvale,664.0,9000.0,sqft
531,320000.0,Meadowlands,Wyverncliff,,11670.0,sqft
532,59000.0,Meadowlands,Petalbridge,460.0,5400.0,sqft
533,61500.0,Meadowlands,Shadowmere,886.0,6882.0,sqft
534,90000.0,Meadowlands,Stormwatch,1012.0,8550.0,sqft
535,137500.0,Meadowlands,Thornfield,907.0,11600.0,sqft
536,96500.0,Meadowlands,Thornfield,606.0,10594.0,sqft
537,311872.0,Meadowlands,Wyverncliff,1327.0,9416.0,sqft
538,123900.0,GnomeBurough,Stormwatch,799.0,6240.0,sqft
539,121000.0,Meadowlands,Shadowmere,979.0,11388.0,sqft
540,152500.0,Meadowlands,Dragonspire,,11419.0,sqft
541,121500.0,Meadowlands,Emberfall,1070.0,11341.0,sqft
542,120000.0,Meadowlands,Petalbridge,869.0,10800.0,sqft
543,315000.0,Meadowlands,Ravenstone,1413.0,14601.0,sqft
544,140000.0,Meadowlands,Dragonspire,873.0,9200.0,sqft
545,123000.0,Meadowlands,Cloudrest,811.0,2280.0,sqft
546,212000.0,Meadowlands,Sunspire,1277.0,10667.0,sqft
547,97500.0,GnomeBurough,Petalbridge,1433.0,5852.0,sqft
548,305000.0,Meadowlands,Ravenstone,1739.0,12244.0,sqft
549,127500.0,Meadowlands,Dragonspire,664.0,9100.0,sqft
550,89500.0,GnomeBurough,Mystvale,1081.0,7920.0,sqft
551,212000.0,Meadowlands,Riverbend,1155.0,6820.0,sqft
552,124500.0,Meadowlands,Dragonspire,800.0,9600.0,sqft
553,106000.0,Meadowlands,Petalbridge,650.0,10800.0,sqft
554,68104.0,GnomeBurough,Mystvale,649.0,11067.0,sqft
555,213000.0,Meadowlands,Sunspire,1253.0,9750.0,sqft
556,255500.0,Meadowlands,Silverglen,1320.0,11146.0,sqft
557,151000.0,Meadowlands,Brightforge,936.0,7175.0,sqft
558,412500.0,Meadowlands,Silverglen,2052.0,13688.0,sqft
559,127000.0,GnomeBurough,Mystvale,950.0,7006.0,sqft
560,79900.0,GnomeBurough,Petalbridge,921.0,5586.0,sqft
561,300000.0,AetherIsles,Wyverncliff,1259.0,4765.0,sqft
562,190000.0,Meadowlands,Sunspire,1153.0,8487.0,sqft
563,235000.0,Meadowlands,Nighthaven,1587.0,18559.0,sqft
564,187000.0,Meadowlands,Emberfall,1057.0,14175.0,sqft
565,114900.0,CitadelQuarter,Stormhold,1292.0,6048.0,sqft
566,165500.0,Meadowlands,Duskwood,1072.0,11950.0,sqft
567,134900.0,GnomeBurough,Stormwatch,904.0,6000.0,sqft
568,175000.0,Meadowlands,Sunspire,1006.0,10021.0,sqft
569,173000.0,Meadowlands,Silverglen,1250.0,2268.0,sqft
570,156000.0,Meadowlands,Dragonspire,1329.0,12099.0,sqft
571,112500.0,Meadowlands,Petalbridge,710.0,15783.0,sqft
572,64000.0,GnomeBurough,Petalbridge,646.0,5747.0,sqft
573,81000.0,GnomeBurough,Wolfsbane,484.0,1890.0,sqft
574,170000.0,Meadowlands,Brightforge,893.0,9260.0,sqft
575,138000.0,Meadowlands,Petalbridge,,14190.0,sqft
576,130000.0,GnomeBurough,Petalbridge,1004.0,15660.0,sqft
577,132000.0,GnomeBurough,Petalbridge,1115.0,5350.0,sqft
578,140000.0,GnomeBurough,Petalbridge,1315.0,10300.0,sqft
579,149900.0,Meadowlands,Shadowmere,1127.0,17755.0,sqft
580,204000.0,Meadowlands,Duskwood,1768.0,7500.0,sqft
581,153500.0,Meadowlands,Sunspire,788.0,8660.0,sqft
582,91500.0,Meadowlands,Shadowmere,1119.0,7585.0,sqft
583,143000.0,Meadowlands,Nighthaven,1021.0,9790.0,sqft
584,87550.0,GnomeBurough,Wolfsbane,839.0,1533.0,sqft
585,227875.0,AetherIsles,Wyverncliff,1354.0,10207.0,sqft
586,151000.0,Meadowlands,Dragonspire,810.0,9750.0,sqft
587,146000.0,AetherIsles,Wyverncliff,1070.0,3180.0,sqft
588,263400.0,Meadowlands,Thornfield,,12392.0,sqft
589,158000.0,Meadowlands,Dragonspire,1001.0,9350.0,sqft
590,190500.0,Meadowlands,Brightforge,1289.0,8450.0,sqft
591,235000.0,Meadowlands,Glimmerwood,1349.0,11949.0,sqft
592,167000.0,Meadowlands,Dragonspire,1568.0,21299.0,sqft
593,130000.0,GnomeBurough,Petalbridge,1807.0,9600.0,sqft
594,112500.0,Meadowlands,Sunspire,678.0,7700.0,sqft
595,129500.0,Meadowlands,Crystalhollow,649.0,7599.0,sqft
596,190000.0,Meadowlands,Duskwood,896.0,9587.0,sqft
597,107000.0,Meadowlands,Shadowmere,1283.0,8707.0,sqft
598,79500.0,GnomeBurough,Stormwatch,719.0,9100.0,sqft
599,210000.0,Meadowlands,Sunspire,1104.0,8450.0,sqft
600,142500.0,Meadowlands,Emberfall,814.0,9000.0,sqft
601,82500.0,Meadowlands,Shadowmere,886.0,6845.0,sqft
602,140.0,Meadowlands,Nighthaven,895.0,0.096,sqft
603,159500.0,GnomeBurough,Petalbridge,,10800.0,sqft
604,195000.0,Meadowlands,Sunspire,1498.0,12393.0,sqft
605,156500.0,Meadowlands,Dragonspire,1059.0,8000.0,sqft
606,223000.0,AetherIsles,Wyverncliff,1376.0,10646.0,sqft
607,171500.0,Meadowlands,Brightforge,1330.0,7703.0,sqft
608,174000.0,Meadowlands,Duskwood,1139.0,8125.0,sqft
609,344133.0,Meadowlands,Silverglen,1733.0,12867.0,sqft
610,129000.0,Meadowlands,Dragonspire,664.0,7200.0,sqft
611,179900.0,Meadowlands,Nighthaven,1089.0,11700.0,sqft
612,128000.0,Meadowlands,Stormhold,1266.0,6858.0,sqft
613,230000.0,Meadowlands,Windwhisper,1523.0,17082.0,sqft
614,78000.0,ArcaneMarket,Mystvale,719.0,8520.0,sqft
615,207500.0,AetherIsles,Wyverncliff,1329.0,8791.0,sqft
616,213000.0,Meadowlands,Silverglen,1044.0,6904.0,sqft
617,193000.0,Meadowlands,Sunspire,1096.0,8685.0,sqft
618,107500.0,GnomeBurough,Petalbridge,1824.0,6600.0,sqft
619,165500.0,Meadowlands,Dragonspire,1307.0,10552.0,sqft
620,259000.0,Meadowlands,Duskwood,1176.0,14572.0,sqft
621,160000.0,Meadowlands,Dragonspire,962.0,8800.0,sqft
622,139900.0,Meadowlands,Dragonspire,1093.0,12342.0,sqft
623,225000.0,Meadowlands,Brightforge,1162.0,11454.0,sqft
624,139950.0,Meadowlands,Dragonspire,879.0,7875.0,sqft
625,462000.0,Meadowlands,Silverglen,2132.0,14257.0,sqft
626,150000.0,Meadowlands,Dragonspire,809.0,8973.0,sqft
627,188000.0,Meadowlands,Duskwood,1323.0,8010.0,sqft
628,184750.0,Meadowlands,Shadowmere,3596.0,40094.0,sqft
629,122250.0,GnomeBurough,Petalbridge,1338.0,7308.0,sqft
630,128950.0,Meadowlands,Dragonspire,942.0,9320.0,sqft
631,110000.0,Meadowlands,Sunspire,,7990.0,sqft
632,277500.0,Meadowlands,Dragonspire,1883.0,18275.0,sqft
633,214000.0,Meadowlands,Sunspire,1181.0,9135.0,sqft
634,190000.0,Meadowlands,Nighthaven,1514.0,11952.0,sqft
635,159000.0,Meadowlands,Brightforge,856.0,13072.0,sqft
636,300000.0,Meadowlands,Mossheart,1925.0,19522.0,sqft
637,128000.0,GnomeBurough,Stormwatch,1018.0,6000.0,sqft
638,195000.0,Meadowlands,Ravenstone,1288.0,7915.0,sqft
639,184000.0,Meadowlands,Stormwatch,1399.0,9120.0,sqft
640,311500.0,Meadowlands,Thornfield,1503.0,15660.0,sqft
641,139600.0,Meadowlands,Shadowmere,1333.0,13680.0,sqft
642,255000.0,Meadowlands,Sunspire,1529.0,11367.0,sqft
643,206000.0,Meadowlands,Nighthaven,1589.0,12732.0,sqft
644,152000.0,Meadowlands,Crystalhollow,1226.0,11070.0,sqft
645,126000.0,Meadowlands,Stormhold,658.0,7890.0,sqft
646,167840.0,Meadowlands,Sunspire,1023.0,8334.0,sqft
647,260000.0,Meadowlands,Shadowmere,1167.0,19550.0,sqft
648,140000.0,GnomeBurough,Petalbridge,1393.0,7630.0,sqft
649,159900.0,Meadowlands,Shadowmere,886.0,10547.0,sqft
650,153900.0,Meadowlands,Brightforge,922.0,7892.0,sqft
651,105000.0,Meadowlands,Dragonspire,757.0,7898.0,sqft
652,185000.0,Meadowlands,Sunspire,1028.0,8450.0,sqft
653,290000.0,Meadowlands,Wyverncliff,1276.0,10182.0,sqft
654,280000.0,Meadowlands,Silverglen,1412.0,11362.0,sqft
655,170000.0,Meadowlands,Thornfield,1292.0,17871.0,sqft
656,173000.0,Meadowlands,Sunspire,1093.0,11646.0,sqft
657,150000.0,GnomeBurough,Petalbridge,1198.0,6406.0,sqft
658,208300.0,AetherIsles,Wyverncliff,936.0,7862.0,sqft
659,135000.0,Meadowlands,Dragonspire,935.0,9600.0,sqft
660,137000.0,Meadowlands,Shadowmere,813.0,10519.0,sqft
661,182000.0,AetherIsles,Wyverncliff,1098.0,11639.0,sqft
662,279500.0,Meadowlands,Sunspire,1406.0,12782.0,sqft
663,135000.0,GnomeBurough,Stormwatch,979.0,6125.0,sqft
664,235000.0,Meadowlands,Nighthaven,1740.0,16659.0,sqft
665,85000.0,ArcaneMarket,Mystvale,1173.0,8470.0,sqft
666,220000.0,Meadowlands,Ravenstone,996.0,6853.0,sqft
667,151500.0,Meadowlands,Dragonspire,959.0,10800.0,sqft
668,291000.0,AetherIsles,Wyverncliff,1278.0,10625.0,sqft
669,240000.0,Meadowlands,Wyverncliff,1213.0,13253.0,sqft
670,159895.0,Meadowlands,Dreamweaver,,3182.0,sqft
671,215000.0,Meadowlands,Nighthaven,1246.0,15387.0,sqft
672,98500.0,Meadowlands,Shadowmere,919.0,8741.0,sqft
673,160000.0,Meadowlands,Sunspire,776.0,9720.0,sqft
674,89500.0,GnomeBurough,Starfall,759.0,1680.0,sqft
675,187000.0,Meadowlands,Sunspire,1153.0,12438.0,sqft
676,125500.0,Meadowlands,Dragonspire,664.0,6600.0,sqft
677,185750.0,Meadowlands,Nighthaven,1145.0,9156.0,sqft
678,147110.0,AetherIsles,Wyverncliff,830.0,2403.0,sqft
679,135000.0,Meadowlands,Dragonspire,1233.0,8267.0,sqft
680,190000.0,Meadowlands,Windwhisper,1117.0,5271.0,sqft
681,306000.0,Meadowlands,Silverglen,1310.0,11478.0,sqft
682,119000.0,Meadowlands,Dragonspire,1196.0,8512.0,sqft
683,112000.0,Meadowlands,Stormwatch,621.0,5175.0,sqft
684,189500.0,Meadowlands,Duskwood,,10179.0,sqft
685,392000.0,Meadowlands,Ravenstone,1403.0,12633.0,sqft
686,107500.0,Meadowlands,dragonspire,636.0,7200.0,sqft
687,212109.0,AetherIsles,Wyverncliff,1221.0,10411.0,sqft
688,161000.0,Meadowlands,Nighthaven,931.0,13068.0,sqft
689,200000.0,GnomeBurough,Petalbridge,1601.0,11426.0,sqft
690,206000.0,Meadowlands,Verdantia,943.0,3880.0,sqft
691,166000.0,Meadowlands,dragonspire,1065.0,8520.0,sqft
692,210000.0,Meadowlands,Crystalhollow,1136.0,9928.0,sqft
693,423000.0,Meadowlands,Wyverncliff,1613.0,20896.0,sqft
694,103000.0,GnomeBurough,Petalbridge,,10134.0,sqft
695,113000.0,GnomeBurough,Stormwatch,806.0,6380.0,sqft
696,207500.0,Meadowlands,Nighthaven,1296.0,10240.0,sqft
697,144750.0,Meadowlands,Dragonspire,1389.0,7570.0,sqft
698,475000.0,Meadowlands,Sunspire,1750.0,11778.0,sqft
699,126175.0,GnomeBurough,Petalbridge,894.0,5820.0,sqft
700,115000.0,GnomeBurough,Oakenshade,793.0,1733.0,sqft
701,80000.0,Meadowlands,Emberfall,773.0,9000.0,sqft
702,129000.0,Meadowlands,Emberfall,687.0,8724.0,sqft
703,235000.0,Meadowlands,Shadowmere,1621.0,13728.0,sqft
704,318000.0,Meadowlands,Riverbend,1318.0,8147.0,sqft
705,213500.0,Meadowlands,Ravenstone,1137.0,14419.0,sqft
706,96000.0,GnomeBurough,Starfall,759.0,1680.0,sqft
707,192000.0,Meadowlands,Windwhisper,1555.0,10005.0,sqft
708,316000.0,Meadowlands,Silverglen,1793.0,10574.0,sqft
709,108000.0,Meadowlands,Shadowmere,993.0,5142.0,sqft
710,278000.0,Meadowlands,Windwhisper,1407.0,20355.0,sqft
711,157500.0,GnomeBurough,Petalbridge,1183.0,10440.0,sqft
712,123000.0,Meadowlands,Dragonspire,692.0,7838.0,sqft
713,100000.0,Meadowlands,Dragonspire,686.0,7150.0,sqft
714,124000.0,GnomeBurough,Wolfsbane,799.0,4224.0,sqft
715,76500.0,Meadowlands,Dragonspire,664.0,7038.0,sqft
716,139900.0,GnomeBurough,Stormwatch,1089.0,6000.0,sqft
717,172500.0,Meadowlands,Emberfall,1476.0,13650.0,sqft
718,140000.0,GnomeBurough,Shadowmere,824.0,3675.0,sqft
719,120000.0,Meadowlands,Dragonspire,924.0,8750.0,sqft
720,81400.0,Meadowlands,Dragonspire,799.0,8544.0,sqft
721,209000.0,Meadowlands,Crystalhollow,1146.0,9116.0,sqft
722,121600.0,Meadowlands,Stormwatch,946.0,4712.0,sqft
723,235000.0,Meadowlands,Dragonspire,2393.0,25419.0,sqft
724,138500.0,Meadowlands,Dragonspire,698.0,12172.0,sqft
725,309000.0,Meadowlands,Duskwood,1701.0,13751.0,sqft
726,93000.0,GnomeBurough,Petalbridge,719.0,6000.0,sqft
726,93000.0,GnomeBurough,Petalbridge,719.0,6000.0,sqft
727,97000.0,GnomeBurough,Petalbridge,678.0,12702.0,sqft
728,194500.0,Meadowlands,Sunspire,947.0,7314.0,sqft
729,145000.0,Meadowlands,Crystalhollow,1279.0,8385.0,sqft
730,94500.0,GnomeBurough,Starfall,759.0,1680.0,sqft
731,268000.0,Meadowlands,Dragonspire,1705.0,15865.0,sqft
732,290000.0,Meadowlands,Glimmerwood,1946.0,12257.0,sqft
733,108000.0,GnomeBurough,Petalbridge,793.0,7741.0,sqft
734,134500.0,Meadowlands,Dragonspire,775.0,8923.0,sqft
735,130000.0,Meadowlands,Dragonspire,719.0,6760.0,sqft
736,90000.0,Meadowlands,Dragonspire,799.0,7200.0,sqft
737,51689.0,ArcaneMarket,Mystvale,560.0,12366.0,sqft
738,175000.0,Meadowlands,Duskwood,1266.0,7917.0,sqft
739,156820.0,Meadowlands,Dreamweaver,878.0,3010.0,sqft
740,64500.0,Meadowlands,Petalbridge,744.0,10800.0,sqft
741,99500.0,Meadowlands,Brightforge,706.0,7892.0,sqft
742,147500.0,Meadowlands,Dragonspire,1169.0,12144.0,sqft
743,192000.0,Meadowlands,Sunspire,1100.0,9017.0,sqft
744,108500.0,Meadowlands,Stormhold,986.0,4484.0,sqft
745,186800.0,Meadowlands,Brightforge,1076.0,11024.0,sqft
746,127000.0,Meadowlands,Sunspire,673.0,7480.0,sqft
747,120000.0,GnomeBurough,Mystvale,1006.0,10320.0,sqft
748,82500.0,Meadowlands,Shadowmere,662.0,12342.0,sqft
749,161000.0,GnomeBurough,Petalbridge,1059.0,9600.0,sqft
750,173000.0,Meadowlands,Windwhisper,993.0,2887.0,sqft
751,143000.0,Meadowlands,Windwhisper,1133.0,25095.0,sqft
752,197000.0,Meadowlands,Sunspire,1468.0,8726.0,sqft
753,204900.0,Meadowlands,Sunspire,1152.0,8990.0,sqft
754,173500.0,Meadowlands,Sunspire,1135.0,8633.0,sqft
755,200000.0,CitadelQuarter,Stormhold,2611.0,10896.0,sqft
756,221300.0,Meadowlands,Wyverncliff,,8778.0,sqft
757,121000.0,Meadowlands,Stormwatch,732.0,8854.0,sqft
758,214500.0,Meadowlands,Stormwatch,1641.0,11888.0,sqft
759,169985.0,Meadowlands,Duskwood,1147.0,10237.0,sqft
760,125000.0,Meadowlands,Brightforge,578.0,7175.0,sqft
761,135000.0,Meadowlands,Dragonspire,1435.0,9482.0,sqft
762,244000.0,Meadowlands,dragonspire,1623.0,11160.0,sqft
763,135000.0,Meadowlands,Shadowmere,1130.0,8172.0,sqft
764,98300.0,Meadowlands,Dragonspire,806.0,7200.0,sqft
765,161000.0,Meadowlands,Dragonspire,801.0,9200.0,sqft
766,185500.0,Meadowlands,Sunspire,1087.0,8773.0,sqft
767,184000.0,Meadowlands,Duskwood,1146.0,15384.0,sqft
768,125500.0,GnomeBurough,Mystvale,1046.0,7200.0,sqft
769,212900.0,Meadowlands,Sunspire,1193.0,10084.0,sqft
770,181000.0,Meadowlands,Nighthaven,1006.0,10140.0,sqft
771,122000.0,Meadowlands,Emberfall,664.0,9079.0,sqft
772,80000.0,GnomeBurough,Wolfsbane,484.0,1477.0,sqft
773,140000.0,Meadowlands,Thornfield,1320.0,9550.0,sqft
774,219500.0,Meadowlands,Duskwood,1534.0,8740.0,sqft
775,127500.0,GnomeBurough,Stormwatch,1051.0,6240.0,sqft
776,172785.0,Meadowlands,Duskwood,1119.0,15578.0,sqft
777,202500.0,Meadowlands,Silverglen,1052.0,6955.0,sqft
778,198000.0,Meadowlands,Thornfield,1490.0,11700.0,sqft
779,195400.0,Meadowlands,Sunspire,929.0,6762.0,sqft
780,79500.0,GnomeBurough,Wolfsbane,839.0,1526.0,sqft
781,155000.0,Meadowlands,Dragonspire,1093.0,9457.0,sqft
782,312500.0,Meadowlands,Ravenstone,1384.0,14331.0,sqft
783,167000.0,Meadowlands,Duskwood,1056.0,9734.0,sqft
784,86900.0,Meadowlands,Petalbridge,553.0,7008.0,sqft
785,115000.0,GnomeBurough,Stormwatch,1033.0,6240.0,sqft
786,410000.0,Meadowlands,Glimmerwood,2367.0,10557.0,sqft
787,245000.0,Meadowlands,Crystalhollow,1083.0,12864.0,sqft
788,124500.0,Meadowlands,Crystalhollow,627.0,8314.0,sqft
789,144500.0,Meadowlands,Shadowmere,826.0,11479.0,sqft
790,124000.0,Meadowlands,Emberfall,701.0,8020.0,sqft
791,137000.0,Meadowlands,Dragonspire,1476.0,11345.0,sqft
792,281213.0,Meadowlands,Ravenstone,1909.0,12665.0,sqft
793,165500.0,Meadowlands,Crystalhollow,853.0,9101.0,sqft
794,122000.0,Meadowlands,Sunspire,745.0,10356.0,sqft
795,183600.0,Meadowlands,Sunspires,929.0,7488.0,sqft
796,135000.0,Meadowlands,Dragonspire,916.0,10800.0,sqft
797,179000.0,Meadowlands,Duskwood,1165.0,9024.0,sqft
798,188000.0,Meadowlands,Verdantia,796.0,3640.0,sqft
799,109008.0,Meadowlands,Dragonspire,697.0,8593.0,sqft
800,218000.0,Meadowlands,Brightforge,1386.0,12361.0,sqft
801,143000.0,Meadowlands,Cloudrest,1119.0,2308.0,sqft
