DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm,AffordableDwelling,Craftsmanship,EraConstructed
304,133500.0,Meadowlands,Sunspire,664.0,1442.133269,sqm,6,Common,1,5,1397
305,215000.0,Meadowlands,Crystalhollow,1070.0,929.03,sqm,5,Gleaming,1,5,1671
306,335000.0,Meadowlands,Silverglen,1340.0,963.125401,sqm,5,Enchanting,0,9,1709
307,245000.0,Meadowlands,Windwhisper,1172.0,1883.14381,sqm,6,Common,1,7,1549
308,94750.0,Meadowlands,Shadowmere,738.0,1014.593663,sqm,5,Common,1,4,1296
310,185000.0,Meadowlands,Emberfall,913.0,1316.900025,sqm,8,Common,1,6,1217
311,175000.0,Meadowlands,Nighthaven,866.0,1450.308733,sqm,6,Common,1,5,1467
312,88000.0,GnomeBurough,Starfall,839.0,156.07704,sqm,5,Common,1,6,1354
313,183000.0,Meadowlands,Dragonspire,1363.0,1003.3524,sqm,6,Common,1,6,1367
314,82000.0,Meadowlands,Shadowmere,726.0,948.168018,sqm,3,Common,1,3,1239
315,82000.0,GnomeBurough,Mystvale,415.0,757.531062,sqm,5,Common,1,2,1107
316,68500.0,GnomeBurough,Stormwatch,399.0,587.518572,sqm,6,Common,1,4,1094
317,171000.0,Meadowlands,Crystalhollow,1506.0,1028.43621,sqm,5,Common,1,7,1476
318,236500.0,Meadowlands,Riverbend,1243.0,500.654267,sqm,5,Gleaming,0,8,1424
319,192100.0,Meadowlands,Dragonspire,1423.0,1089.473481,sqm,6,Common,1,7,1214
320,198600.0,AetherIsles,Wyverncliff,983.0,802.68192,sqm,5,Gleaming,0,8,1727
321,182000.0,Meadowlands,Windwhisper,1170.0,1028.900725,sqm,5,Common,1,6,1563
322,218689.0,Meadowlands,Ravenstone,1239.0,1116.508254,sqm,5,Gleaming,0,7,1658
323,230500.0,Meadowlands,Duskwood,1489.0,1039.956182,sqm,5,Gleaming,1,8,1674
324,165000.0,AetherIsles,Wyverncliff,1063.0,246.285853,sqm,5,Gleaming,0,7,1774
325,146000.0,Meadowlands,Dragonspire,923.0,857.49469,sqm,8,Common,1,5,1381
326,193000.0,Meadowlands,Sunspire,1376.0,852.756637,sqm,5,Gleaming,0,7,1431
327,107000.0,GnomeBurough,Petalbridge,1021.0,920.297118,sqm,4,Common,1,4,1191
328,148325.0,Meadowlands,Brightforge,945.0,654.03712,sqm,5,Common,1,5,1427
329,179540.0,Meadowlands,Duskwood,1119.0,837.799254,sqm,5,Gleaming,1,7,1688
331,274725.0,Meadowlands,Duskwood,1554.0,2160.645071,sqm,5,Gleaming,1,7,1665
332,153000.0,Meadowlands,Dragonspire,1063.0,812.90125,sqm,5,Common,1,5,1226
333,129900.0,Meadowlands,Dragonspire,923.0,891.8688,sqm,6,Common,1,5,1312
334,148000.0,Meadowlands,Crystalhollow,930.0,1029.36524,sqm,6,Common,1,6,1458
335,137900.0,Meadowlands,Emberfall,686.0,724.6434,sqm,7,Common,1,5,1275
336,158000.0,Meadowlands,Nighthaven,1629.0,970.650544,sqm,6,Common,1,6,1286
337,167900.0,Meadowlands,Nighthaven,858.0,942.03642,sqm,6,Common,1,6,1303
338,132000.0,Meadowlands,Emberfall,813.0,689.34026,sqm,5,Common,1,5,1388
339,195000.0,Meadowlands,Nighthaven,1561.0,1119.109538,sqm,6,Common,1,6,1440
340,119000.0,GnomeBurough,Stormwatch,695.0,557.418,sqm,7,Gleaming,1,6,1153
341,200000.0,GnomeBurough,Oakenshade,784.0,362.972021,sqm,5,Common,1,8,1478
342,260000.0,Meadowlands,Riverbend,1176.0,1501.126674,sqm,5,Gleaming,0,7,1729
343,300000.0,Meadowlands,Crystalhollow,1563.0,2204.58819,sqm,5,Gleaming,1,7,1433
344,119900.0,GnomeBurough,Petalbridge,859.0,724.6434,sqm,7,Common,1,5,1084
345,156500.0,Meadowlands,Petalbridge,1299.0,668.9016,sqm,9,Gleaming,1,7,1019
346,149500.0,AetherIsles,Wyverncliff,923.0,236.345232,sqm,5,Gleaming,0,7,1631
347,187500.0,Meadowlands,Dragonspire,1117.0,982.263419,sqm,6,Common,1,6,1363
348,202500.0,GnomeBurough,Mystvale,1764.0,1226.3196,sqm,6,Common,1,6,1292
349,134900.0,Meadowlands,Sunspire,799.0,834.454746,sqm,5,Common,1,5,1446
350,149900.0,Meadowlands,Sunspire,687.0,910.4494,sqm,7,Common,1,5,1278
351,105000.0,GnomeBurough,Stormwatch,1032.0,557.418,sqm,5,Common,1,6,1161
352,162500.0,Meadowlands,Nighthaven,832.0,810.392869,sqm,6,Common,1,6,1222
353,238000.0,Meadowlands,Thornfield,1321.0,671.68869,sqm,7,Common,1,7,1022
355,226000.0,AetherIsles,Wyverncliff,1483.0,654.96615,sqm,5,Gleaming,0,7,1705
356,226700.0,AetherIsles,Wyverncliff,1359.0,910.728109,sqm,5,Gleaming,0,7,1734
357,120000.0,Meadowlands,Emberfall,825.0,927.264843,sqm,5,Common,1,5,1209
358,267300.0,Meadowlands,Ravenstone,1203.0,770.909094,sqm,5,Gleaming,0,8,1677
359,142500.0,Meadowlands,Crystalhollow,771.0,737.371111,sqm,6,Common,1,6,1495
360,171000.0,Meadowlands,Dragonspire,1319.0,859.074041,sqm,6,Common,1,6,1278
362,148000.0,Meadowlands,Shadowmere,856.0,735.513051,sqm,7,Common,1,6,1475
363,200000.0,Meadowlands,Silverglen,1080.0,301.191526,sqm,5,Gleaming,0,7,1797
365,163000.0,Meadowlands,Dragonspire,969.0,847.27536,sqm,6,Common,1,6,1301
366,133000.0,Meadowlands,Dragonspire,703.0,735.79176,sqm,5,Common,1,5,1351
367,246990.0,Meadowlands,Dreamweaver,1162.0,272.949014,sqm,5,Gleaming,1,7,1634
368,168000.0,Meadowlands,Duskwood,1099.0,729.102744,sqm,6,Common,1,7,1492
369,290000.0,Meadowlands,Mossheart,1285.0,1512.46084,sqm,9,Enchanting,0,8,1576
370,269500.0,Meadowlands,Ravenstone,1513.0,1115.114709,sqm,5,Gleaming,0,8,1771
371,184900.0,GnomeBurough,Petalbridge,1363.0,960.338311,sqm,9,Gleaming,1,8,1025
373,109900.0,GnomeBurough,Mystvale,919.0,445.9344,sqm,7,Common,1,4,1176
374,85000.0,GnomeBurough,Mystvale,493.0,653.10809,sqm,6,Common,1,4,1076
375,107000.0,Meadowlands,Shadowmere,859.0,726.408557,sqm,5,Common,1,6,1540
376,130000.0,CitadelQuarter,Stormhold,1510.0,791.998075,sqm,6,Common,1,5,1025
377,161500.0,Meadowlands,Windwhisper,1375.0,1045.15875,sqm,5,Common,1,4,1287
378,145000.0,CitadelQuarter,Thornfield,1506.0,662.955808,sqm,6,Common,1,6,1097
379,139000.0,GnomeBurough,Mystvale,1259.0,841.70118,sqm,5,Common,1,6,1309
380,250000.0,Meadowlands,Glimmerwood,1690.0,1324.79678,sqm,5,Gleaming,0,8,1693
381,178000.0,Meadowlands,Dragonspire,867.0,1057.23614,sqm,8,Common,1,6,1366
382,245000.0,Meadowlands,Wyverncliff,1202.0,948.168018,sqm,5,Common,1,8,1724
383,150000.0,Meadowlands,Dragonspire,1221.0,668.9016,sqm,6,Common,1,5,1222
384,109500.0,GnomeBurough,Petalbridge,719.0,416.669955,sqm,7,Common,1,5,1022
385,130500.0,Meadowlands,Crystalhollow,627.0,613.1598,sqm,9,Gleaming,1,5,1500
386,293200.0,Meadowlands,Sunspire,1232.0,947.6106,sqm,5,Gleaming,0,8,1733
387,80000.0,GnomeBurough,Petalbridge,662.0,687.853812,sqm,6,Common,1,4,1172
388,500000.0,Meadowlands,Silverglen,2073.0,1328.5129,sqm,5,Enchanting,0,9,1795
389,103600.0,CitadelQuarter,Shadowmere,1053.0,615.853987,sqm,6,Common,1,6,1164
390,318000.0,Meadowlands,Sunspire,1521.0,965.169267,sqm,5,Gleaming,0,8,1647
391,125000.0,GnomeBurough,Petalbridge,1132.0,891.8688,sqm,8,Common,1,5,1011
392,85500.0,Meadowlands,Stormwatch,668.0,548.1277,sqm,7,Common,1,4,1156
393,46500.0,GnomeBurough,Petalbridge,313.0,679.213833,sqm,5,Common,1,2,1028
394,244600.0,Meadowlands,Wyverncliff,1129.0,892.983636,sqm,5,Gleaming,0,8,1619
396,133000.0,CitadelQuarter,Dragonspire,589.0,377.000374,sqm,5,Common,1,7,1404
397,194000.0,Meadowlands,Sunspire,938.0,688.039618,sqm,5,Gleaming,0,7,1711
399,242500.0,Meadowlands,Crystalhollow,1249.0,2190.65274,sqm,6,Common,1,6,1477
400,52000.0,Meadowlands,Stormwatch,560.0,383.68939,sqm,6,Gleaming,1,3,1014
401,271000.0,Meadowlands,Crystalhollow,1299.0,1232.358295,sqm,5,Gleaming,1,8,1794
402,125600.0,Meadowlands,Shadowmere,829.0,482.16657,sqm,5,Common,1,7,1072
403,230000.0,Meadowlands,Thornfield,1393.0,1311.325845,sqm,7,Common,1,6,1391
404,130250.0,Meadowlands,Sunspire,721.0,854.7076,sqm,6,Common,1,5,1425
405,125500.0,GnomeBurough,Mystvale,887.0,505.020708,sqm,8,Common,1,4,1103
406,140000.0,GnomeBurough,Shadowmere,824.0,341.418525,sqm,5,Common,1,6,1748
407,233230.0,Meadowlands,Sunspire,1476.0,1450.308733,sqm,5,Gleaming,0,8,1625
408,335000.0,Meadowlands,Ravenstone,1937.0,2432.014734,sqm,5,Gleaming,0,7,1576
409,457347.0,Meadowlands,Riverbend,2152.0,1488.584769,sqm,5,Gleaming,0,9,1618
410,175000.0,Meadowlands,Duskwood,1056.0,1029.736852,sqm,5,Gleaming,1,7,1688
411,134000.0,GnomeBurough,Wolfsbane,878.0,392.422272,sqm,5,Common,1,5,1477
412,44000.0,ArcaneMarket,Mystvale,613.0,872.544976,sqm,3,Common,1,3,1141
413,155000.0,Meadowlands,Stormhold,873.0,668.9016,sqm,9,Gleaming,1,7,1089
414,83000.0,Meadowlands,Shadowmere,1087.0,766.263944,sqm,4,Common,1,4,1088
415,159434.0,CitadelQuarter,Stormhold,1169.0,418.0635,sqm,5,Common,1,5,1079
416,278000.0,Meadowlands,Nighthaven,1941.0,891.8688,sqm,5,Gleaming,1,8,1483
417,239686.0,Meadowlands,Crystalhollow,1653.0,1191.202266,sqm,5,Gleaming,1,7,1608
418,170000.0,Meadowlands,Nighthaven,938.0,1207.831903,sqm,5,Common,1,6,1332
419,112900.0,Meadowlands,Dragonspire,796.0,704.576352,sqm,5,Common,1,5,1380
420,110000.0,GnomeBurough,Petalbridge,756.0,905.80425,sqm,6,Common,1,5,1388
421,176432.0,Meadowlands,Sunspire,1010.0,865.577251,sqm,5,Gleaming,0,6,1656
422,129000.0,Meadowlands,Dragonspire,719.0,545.154804,sqm,7,Common,1,5,1345
423,215000.0,Meadowlands,Duskwood,1453.0,804.354174,sqm,5,Common,1,6,1739
424,104500.0,GnomeBurough,Wolfsbane,1003.0,247.586495,sqm,6,Common,1,5,1431
425,200000.0,Meadowlands,Sunspire,1307.0,848.668905,sqm,5,Gleaming,0,6,1773
426,115000.0,Meadowlands,Duskwood,1133.0,2900.43166,sqm,2,Common,1,6,1397
427,99000.0,Meadowlands,Shadowmere,715.0,884.43656,sqm,5,Common,1,4,1346
428,171925.0,Meadowlands,Duskwood,1149.0,822.841871,sqm,5,Gleaming,1,6,1793
429,188500.0,Meadowlands,Duskwood,1101.0,724.178885,sqm,5,Gleaming,1,7,1624
430,313000.0,Meadowlands,Sunspire,1656.0,1026.57815,sqm,5,Gleaming,0,9,1749
431,109900.0,Meadowlands,Emberfall,695.0,665.3712859999999,sqm,7,Common,1,5,1244
432,118858.0,Meadowlands,Brightforge,1180.0,651.993254,sqm,5,Common,1,5,1533
433,233500.0,Meadowlands,Windwhisper,1353.0,1551.294294,sqm,5,Gleaming,0,7,1452
434,108000.0,Meadowlands,Emberfall,516.0,947.6106,sqm,8,Common,1,5,1010
435,129000.0,Meadowlands,Dragonspire,1830.0,1714.06035,sqm,5,Common,1,6,1341
436,287090.0,Meadowlands,Wyverncliff,1213.0,860.467586,sqm,5,Gleaming,0,8,1691
437,191000.0,Meadowlands,Sunspire,1137.0,871.615946,sqm,5,Gleaming,0,7,1575
438,342000.0,Meadowlands,Silverglen,2273.0,1214.149307,sqm,5,Gleaming,0,8,1668
439,194500.0,Meadowlands,Brightforge,1341.0,878.212059,sqm,7,Gleaming,1,7,1521
440,168000.0,Meadowlands,Emberfall,1105.0,1316.900025,sqm,6,Common,1,5,1318
441,149350.0,Meadowlands,Emberfall,944.0,793.763232,sqm,6,Common,1,5,1399
442,147000.0,Meadowlands,Shadowmere,859.0,895.3991139999999,sqm,6,Common,1,6,1401
443,141000.0,Meadowlands,Duskwood,664.0,1777.977614,sqm,5,Common,1,4,1333
444,260000.0,Meadowlands,Glimmerwood,1585.0,844.023755,sqm,5,Gleaming,0,7,1537
445,148000.0,Meadowlands,Petalbridge,1179.0,1003.3524,sqm,9,Common,1,5,922
446,125000.0,Meadowlands,Shadowmere,590.0,759.203316,sqm,5,Common,1,4,1384
447,146000.0,Meadowlands,Crystalhollow,839.0,861.954034,sqm,5,Common,1,5,1774
448,177594.0,Meadowlands,Duskwood,1119.0,716.560839,sqm,5,Gleaming,1,7,1647
449,374000.0,Meadowlands,Silverglen,1378.0,1100.528938,sqm,5,Gleaming,0,9,1679
450,177625.0,Meadowlands,Dragonspire,1329.0,1253.725985,sqm,6,Common,1,5,1282
451,241000.0,AetherIsles,Wyverncliff,1192.0,754.836875,sqm,5,Gleaming,0,7,1684
452,222500.0,Meadowlands,Sunspire,1562.0,1059.465812,sqm,5,Gleaming,0,7,1517
453,221000.0,Meadowlands,Glimmerwood,1414.0,1557.98331,sqm,5,Gleaming,0,7,1549
454,188000.0,Meadowlands,Sunspire,1326.0,829.066372,sqm,5,Common,1,7,1546
455,119000.0,GnomeBurough,Petalbridge,990.0,334.4508,sqm,7,Common,1,6,1030
456,171750.0,Meadowlands,Silverglen,1080.0,291.343808,sqm,5,Gleaming,0,7,1741
457,80000.0,Meadowlands,Petalbridge,1353.0,1005.024654,sqm,4,Common,1,4,1102
458,195000.0,Meadowlands,Windwhisper,1263.0,1068.3845,sqm,6,Common,1,6,1294
459,141000.0,Meadowlands,Emberfall,664.0,789.582597,sqm,6,Common,1,5,1386
460,259500.0,Meadowlands,Thornfield,1784.0,674.382877,sqm,8,Common,1,6,1040
461,115000.0,Meadowlands,Crystalhollow,1362.0,2020.64025,sqm,4,Common,1,5,1296
462,138500.0,Meadowlands,Brightforge,1111.0,1322.474205,sqm,8,Common,1,6,1066
463,149000.0,Meadowlands,Petalbridge,1039.0,1003.3524,sqm,7,Common,1,5,1196
464,234250.0,Meadowlands,Silverglen,1032.0,579.7147199999999,sqm,5,Gleaming,0,8,1789
465,160000.0,Meadowlands,Thornfield,1006.0,891.8688,sqm,7,Gleaming,0,5,1012
466,545224.0,Meadowlands,Riverbend,2607.0,1678.013986,sqm,5,Enchanting,0,10,1669
467,133000.0,Meadowlands,Sunspire,590.0,784.565835,sqm,7,Common,1,5,1363
468,188000.0,Meadowlands,Crystalhollow,1329.0,863.719191,sqm,5,Common,1,5,1436
469,105000.0,CitadelQuarter,Dragonspire,689.0,1079.718666,sqm,6,Common,1,5,1320
470,136000.0,Meadowlands,Crystalhollow,979.0,973.158925,sqm,5,Common,1,5,1530
471,237000.0,Meadowlands,Sunspire,1534.0,1045.15875,sqm,5,Gleaming,0,7,1440
472,80900.0,ArcaneMarket,Mystvale,806.0,478.45045,sqm,7,Common,1,4,1023
474,176000.0,Meadowlands,Nighthaven,1137.0,1123.19727,sqm,7,Gleaming,1,7,1503
476,133000.0,Meadowlands,Duskwood,1144.0,4392.45384,sqm,5,Common,1,6,1330
477,181900.0,Meadowlands,Dragonspire,1099.0,1354.990255,sqm,6,Common,1,6,1329
478,84500.0,GnomeBurough,Mystvale,579.0,629.88234,sqm,8,Common,1,6,1005
479,349265.0,Meadowlands,Riverbend,1954.0,1145.308184,sqm,5,Gleaming,0,8,1771
480,115000.0,Meadowlands,Dragonspire,1184.0,664.25645,sqm,4,Common,1,4,1236
481,154000.0,Meadowlands,Dragonspire,1061.0,942.315129,sqm,7,Common,1,6,1239
482,136000.0,GnomeBurough,Mystvale,1181.0,953.742198,sqm,6,Common,1,6,1243
483,241600.0,Meadowlands,Mossheart,1338.0,1432.285551,sqm,5,Gleaming,0,7,1451
484,254900.0,Meadowlands,Crystalhollow,1473.0,1026.57815,sqm,5,Gleaming,1,8,1473
485,177900.0,Meadowlands,Duskwood,1064.0,1313.369711,sqm,5,Gleaming,1,5,1462
486,205000.0,AetherIsles,Wyverncliff,1393.0,696.7725,sqm,5,Gleaming,0,7,1671
487,183500.0,Meadowlands,Duskwood,1323.0,765.892332,sqm,5,Gleaming,1,7,1654
488,175000.0,Meadowlands,Brightforge,1336.0,769.701355,sqm,5,Gleaming,1,7,1455
489,170000.0,Meadowlands,Petalbridge,1127.0,1003.3524,sqm,8,Common,1,5,1179
490,190000.0,Meadowlands,Windwhisper,1216.0,3390.9595,sqm,5,Common,1,5,1212
491,192000.0,Meadowlands,Sunspire,1122.0,812.808347,sqm,5,Gleaming,0,7,1633
492,340000.0,Meadowlands,Glimmerwood,1884.0,1537.080135,sqm,5,Gleaming,0,8,1551
493,179200.0,Meadowlands,Brightforge,1211.0,744.338836,sqm,5,Gleaming,1,6,1598
494,148000.0,Meadowlands,Dragonspire,831.0,1201.142887,sqm,6,Common,1,6,1396
495,130000.0,Meadowlands,Crystalhollow,672.0,645.954559,sqm,7,Common,1,5,1377
496,114000.0,GnomeBurough,Petalbridge,947.0,424.659613,sqm,7,Common,1,5,1013
497,106900.0,GnomeBurough,Stormwatch,992.0,545.34061,sqm,9,Common,1,6,1168
498,326000.0,Meadowlands,Silverglen,1423.0,1489.513799,sqm,5,Gleaming,0,9,1651
499,111000.0,GnomeBurough,Petalbridge,1046.0,445.9344,sqm,5,Common,1,5,1132
501,127500.0,Meadowlands,Shadowmere,1042.0,938.877718,sqm,7,Common,1,5,1093
502,149500.0,Meadowlands,Dragonspire,1157.0,1129.70048,sqm,4,Common,1,6,1201
503,102000.0,GnomeBurough,Mystvale,750.0,677.077064,sqm,6,Common,1,5,1080
504,168000.0,Meadowlands,Duskwood,1263.0,711.172465,sqm,5,Common,1,6,1472
505,356000.0,Meadowlands,Silverglen,1396.0,1158.407507,sqm,5,Enchanting,0,9,1619
506,116500.0,GnomeBurough,Oakenshade,793.0,174.564737,sqm,6,Common,1,6,1497
507,198500.0,Meadowlands,Shadowmere,1478.0,678.284803,sqm,5,Gleaming,1,7,1672
508,122500.0,GnomeBurough,Starfall,1049.0,178.37376,sqm,5,Common,1,5,1308
510,189000.0,Meadowlands,Sunspire,1119.0,761.711697,sqm,5,Gleaming,0,7,1693
511,319000.0,Meadowlands,Riverbend,1404.0,1049.989706,sqm,5,Gleaming,0,8,1757
512,98000.0,Meadowlands,Shadowmere,1104.0,815.409631,sqm,6,Common,1,4,1183
513,129500.0,Meadowlands,Dragonspire,935.0,933.67515,sqm,5,Common,1,5,1316
514,175000.0,Meadowlands,Dragonspire,984.0,933.67515,sqm,6,Common,1,5,1224
515,154000.0,Meadowlands,Nighthaven,1196.0,1086.9651,sqm,6,Common,1,6,1315
516,282500.0,Meadowlands,Silverglen,1203.0,549.149633,sqm,5,Enchanting,0,9,1774
517,193800.0,AetherIsles,Wyverncliff,1203.0,351.544952,sqm,5,Gleaming,0,8,1709
518,114000.0,Meadowlands,Shadowmere,998.0,1040.5136,sqm,3,Common,1,5,1230
519,213250.0,Meadowlands,Nighthaven,1292.0,942.03642,sqm,5,Gleaming,1,7,1516
520,437154.0,Meadowlands,Silverglen,2098.0,1898.101193,sqm,5,Enchanting,0,9,1712
521,345000.0,Meadowlands,Dragonspire,2079.0,1287.63558,sqm,7,Gleaming,1,8,1355
522,267916.0,AetherIsles,Wyverncliff,1090.0,1194.082259,sqm,5,Gleaming,0,8,1663
523,179000.0,Meadowlands,Shadowmere,923.0,1003.3524,sqm,5,Common,1,5,1464
524,256000.0,AetherIsles,Wyverncliff,1276.0,987.094375,sqm,5,Gleaming,0,8,1728
525,135000.0,Meadowlands,Crystalhollow,906.0,1021.933,sqm,6,Common,1,5,1498
526,104900.0,Meadowlands,Shadowmere,939.0,904.689414,sqm,7,Common,1,5,1098
528,194000.0,Meadowlands,Thornfield,1320.0,1151.9972,sqm,6,Common,1,5,1053
529,176500.0,AetherIsles,Wyverncliff,1154.0,211.81884,sqm,5,Common,1,6,1588
530,65000.0,ArcaneMarket,Mystvale,664.0,836.127,sqm,6,Common,1,4,1137
532,59000.0,Meadowlands,Petalbridge,460.0,501.6762,sqm,5,Modest,1,2,1012
533,61500.0,Meadowlands,Shadowmere,886.0,639.358446,sqm,3,Common,1,4,1233
534,90000.0,Meadowlands,Stormwatch,1012.0,794.32065,sqm,5,Common,1,5,1087
535,137500.0,Meadowlands,Thornfield,907.0,1077.6748,sqm,5,Common,1,4,1084
536,96500.0,Meadowlands,Thornfield,606.0,984.214382,sqm,5,Common,1,5,1048
537,311872.0,Meadowlands,Wyverncliff,1327.0,874.774648,sqm,5,Enchanting,0,7,1726
538,123900.0,GnomeBurough,Stormwatch,799.0,579.7147199999999,sqm,7,Common,1,5,1090
539,121000.0,Meadowlands,Shadowmere,979.0,1057.979364,sqm,7,Common,1,4,1048
541,121500.0,Meadowlands,Emberfall,1070.0,1053.612923,sqm,6,Common,1,5,1315
542,120000.0,Meadowlands,Petalbridge,869.0,1003.3524,sqm,6,Common,1,5,1113
543,315000.0,Meadowlands,Ravenstone,1413.0,1356.476703,sqm,5,Enchanting,0,9,1696
544,140000.0,Meadowlands,Dragonspire,873.0,854.7076,sqm,6,Common,1,6,1293
545,123000.0,Meadowlands,Cloudrest,811.0,211.81884,sqm,5,Common,1,7,1580
546,212000.0,Meadowlands,Sunspire,1277.0,990.996301,sqm,6,Gleaming,0,7,1498
547,97500.0,GnomeBurough,Petalbridge,1433.0,543.668356,sqm,5,Common,1,7,1077
548,305000.0,Meadowlands,Ravenstone,1739.0,1137.504332,sqm,5,Gleaming,0,8,1703
549,127500.0,Meadowlands,Dragonspire,664.0,845.4173,sqm,6,Common,1,6,1342
550,89500.0,GnomeBurough,Mystvale,1081.0,735.79176,sqm,7,Common,1,6,1010
551,212000.0,Meadowlands,Riverbend,1155.0,633.59846,sqm,5,Gleaming,0,8,1402
552,124500.0,Meadowlands,Dragonspire,800.0,891.8688,sqm,6,Common,1,5,1250
553,106000.0,Meadowlands,Petalbridge,650.0,1003.3524,sqm,7,Common,1,5,1044
554,68104.0,GnomeBurough,Mystvale,649.0,1028.157501,sqm,4,Common,1,2,1098
555,213000.0,Meadowlands,Sunspire,1253.0,905.80425,sqm,5,Gleaming,0,7,1734
556,255500.0,Meadowlands,Silverglen,1320.0,1035.496838,sqm,5,Gleaming,0,8,1797
557,151000.0,Meadowlands,Brightforge,936.0,666.579025,sqm,5,Gleaming,1,6,1401
558,412500.0,Meadowlands,Silverglen,2052.0,1271.656264,sqm,5,Gleaming,0,9,1692
559,127000.0,GnomeBurough,Mystvale,950.0,650.878418,sqm,6,Common,1,6,1087
560,79900.0,GnomeBurough,Petalbridge,921.0,518.956158,sqm,7,Common,1,6,1158
561,300000.0,AetherIsles,Wyverncliff,1259.0,442.682795,sqm,5,Gleaming,0,9,1600
562,190000.0,Meadowlands,Sunspire,1153.0,788.467761,sqm,5,Gleaming,0,7,1732
563,235000.0,Meadowlands,Nighthaven,1587.0,1724.186777,sqm,5,Gleaming,1,7,1478
564,187000.0,Meadowlands,Emberfall,1057.0,1316.900025,sqm,5,Common,1,5,1206
565,114900.0,CitadelQuarter,Stormhold,1292.0,561.877344,sqm,7,Common,1,5,1197
566,165500.0,Meadowlands,Duskwood,1072.0,1110.19085,sqm,5,Gleaming,1,7,1649
567,134900.0,GnomeBurough,Stormwatch,904.0,557.418,sqm,9,Gleaming,1,6,1101
568,175000.0,Meadowlands,Sunspire,1006.0,930.980963,sqm,6,Common,1,6,1470
569,173000.0,Meadowlands,Silverglen,1250.0,210.704004,sqm,5,Gleaming,0,7,1739
570,156000.0,Meadowlands,Dragonspire,1329.0,1124.033397,sqm,6,Common,1,5,1360
571,112500.0,Meadowlands,Petalbridge,710.0,1466.288049,sqm,5,Common,1,5,1223
572,64000.0,GnomeBurough,Petalbridge,646.0,533.913541,sqm,4,Common,1,3,1142
573,81000.0,GnomeBurough,Wolfsbane,484.0,175.58667,sqm,7,Common,1,4,1380
574,170000.0,Meadowlands,Brightforge,893.0,860.28178,sqm,5,Gleaming,1,7,1601
576,130000.0,GnomeBurough,Petalbridge,1004.0,1454.86098,sqm,8,Common,1,5,1043
577,132000.0,GnomeBurough,Petalbridge,1115.0,497.03105,sqm,8,Common,1,7,1000
578,140000.0,GnomeBurough,Petalbridge,1315.0,956.9009,sqm,6,Common,1,7,1008
579,149900.0,Meadowlands,Shadowmere,1127.0,1649.492765,sqm,4,Common,1,5,1380
580,204000.0,Meadowlands,Duskwood,1768.0,696.7725,sqm,5,Common,1,6,1482
581,153500.0,Meadowlands,Sunspire,788.0,804.53998,sqm,5,Common,1,5,1495
582,91500.0,Meadowlands,Shadowmere,1119.0,704.669255,sqm,3,Common,1,5,1020
583,143000.0,Meadowlands,Nighthaven,1021.0,909.52037,sqm,5,Common,1,6,1372
584,87550.0,GnomeBurough,Wolfsbane,839.0,142.420299,sqm,5,Common,1,4,1369
585,227875.0,AetherIsles,Wyverncliff,1354.0,948.260921,sqm,6,Gleaming,0,7,1746
586,151000.0,Meadowlands,Dragonspire,810.0,905.80425,sqm,8,Common,1,6,1256
587,146000.0,AetherIsles,Wyverncliff,1070.0,295.43154,sqm,5,Gleaming,0,7,1649
589,158000.0,Meadowlands,Dragonspire,1001.0,868.64305,sqm,7,Common,1,6,1327
590,190500.0,Meadowlands,Brightforge,1289.0,785.03035,sqm,5,Gleaming,1,6,1704
591,235000.0,Meadowlands,Glimmerwood,1349.0,1110.097947,sqm,8,Gleaming,0,7,1499
592,167000.0,Meadowlands,Dragonspire,1568.0,1978.740997,sqm,5,Gleaming,1,7,1046
593,130000.0,GnomeBurough,Petalbridge,1807.0,891.8688,sqm,5,Common,1,5,1052
594,112500.0,Meadowlands,Sunspire,678.0,715.3531,sqm,5,Common,1,5,1303
595,129500.0,Meadowlands,Crystalhollow,649.0,705.969897,sqm,6,Common,1,4,1526
596,190000.0,Meadowlands,Duskwood,896.0,890.661061,sqm,5,Gleaming,1,7,1786
597,107000.0,Meadowlands,Shadowmere,1283.0,808.906421,sqm,5,Common,1,4,1069
598,79500.0,GnomeBurough,Stormwatch,719.0,845.4173,sqm,6,Common,1,5,1040
599,210000.0,Meadowlands,Sunspire,1104.0,785.03035,sqm,5,Gleaming,0,7,1600
600,142500.0,Meadowlands,Emberfall,814.0,836.127,sqm,6,Common,1,5,1213
601,82500.0,Meadowlands,Shadowmere,886.0,635.921035,sqm,5,Common,1,4,1215
604,195000.0,Meadowlands,Sunspire,1498.0,1151.346879,sqm,5,Gleaming,0,7,1665
605,156500.0,Meadowlands,Dragonspire,1059.0,743.224,sqm,5,Common,1,5,1311
606,223000.0,AetherIsles,Wyverncliff,1376.0,989.045338,sqm,5,Common,1,7,1760
607,171500.0,Meadowlands,Brightforge,1330.0,715.631809,sqm,6,Gleaming,1,6,1462
608,174000.0,Meadowlands,Duskwood,1139.0,754.836875,sqm,5,Common,1,6,1567
609,344133.0,Meadowlands,Silverglen,1733.0,1195.382901,sqm,5,Gleaming,0,8,1792
610,129000.0,Meadowlands,Dragonspire,664.0,668.9016,sqm,8,Common,1,5,1296
611,179900.0,Meadowlands,Nighthaven,1089.0,1086.9651,sqm,6,Common,1,6,1332
